종목코드,회사명,유동자산,유동부채,투자자산,비유동부채,영업이익
012030,디비아이엔씨,83655000000,60507000000,90341000000,67478000000,1577000000
005090,삼광글라스,208751000000,429083000000,24398000000,198088000000,-4999000000
005750,대림비앤코,120385000000,83739000000,70491000000,7254000000,1819000000
005880,대한해운,436970000000,817298000000,1423232000000,37986000000,41879000000
008560,메리츠종합금융증권,0,0,0,0,0
005870,휴니드테크놀러지스,0,0,0,0,0
017550,수산중공업,112731000000,59551000000,55142000000,15185000000,1872000000
011170,롯데케미칼,8143918000000,3961420000000,3293391000000,2784433000000,1967399000000
001430,세아베스틸,1428475000000,1056238000000,708315000000,67499000000,16583000000
008770,호텔신라,1409630000000,1469124000000,1421540000000,35271000000,81688000000
014580,백광소재,78413000000,72646000000,28231000000,65587000000,8797000000
013520,화승알앤에이,735548000000,956277000000,129833000000,60659000000,13280000000
004080,신흥,56688000000,39965000000,5419000000,1702000000,1108000000
006060,화승인더스트리,467176000000,541957000000,95185000000,21756000000,57708000000
014530,극동유화,126807000000,68912000000,51300000000,26862000000,18557000000
002140,고려산업,116104000000,103541000000,17693000000,22504000000,5810000000
016090,대현,0,0,0,0,0
001620,동국실업,203354000000,340615000000,50316000000,44186000000,-12141000000
017040,광명전기,69980000000,36256000000,16819000000,25951000000,3258000000
011390,부산산업,65065000000,47953000000,14211000000,400000000,4545000000
011810,STX,422861000000,463598000000,26435000000,11304000000,-14778000000
010130,고려아연,3965910000000,538440000000,312926000000,331045000000,764719000000
012600,청호컴넷,37784000000,42014000000,6160000000,4417000000,-6038000000
004720,우리들제약,80955000000,32968000000,8378000000,3596000000,4986000000
009200,무림페이퍼,739136000000,794669000000,552040000000,117277000000,124085000000
001500,현대차증권,0,0,0,0,0
008870,금비,97916000000,48747000000,49832000000,23326000000,3859000000
008110,대동전자,73860000000,16949000000,20585000000,33138000000,-11000000
005820,원림,68120000000,27292000000,10155000000,30553000000,1977000000
008490,서흥,234149000000,214351000000,140510000000,19411000000,12519000000
014910,성문전자,25584000000,12894000000,1007000000,2031000000,838000000
003580,넥스트사이언스,87934000000,62377000000,25261000000,37957000000,-4042000000
015860,일진홀딩스,459808000000,507753000000,161322000000,30970000000,24094000000
014160,대영포장,0,0,0,0,0
012280,영화금속,0,0,0,0,0
019170,신풍제약,228782000000,146171000000,27300000000,10097000000,6912000000
002210,동성제약,0,0,0,0,0
012170,키위미디어그룹,80459000000,69017000000,2901000000,32029000000,-13151000000
009420,한올바이오파마,128409000000,21805000000,23581000000,6141000000,5474000000
011330,유니켐,78236000000,55982000000,1961000000,127000000,4308000000
012800,대창,323922000000,331989000000,39130000000,12264000000,5802000000
001140,국보,11759000000,28127000000,6649000000,9301000000,-5294000000
013360,일성건설,212143000000,178949000000,39707000000,30931000000,9872000000
013700,까뮤이앤씨,0,0,0,0,0
002760,보락,0,0,0,0,0
007610,선도전기,70851000000,24779000000,40484000000,30803000000,1131000000
004920,씨아이테크,20154000000,13460000000,5283000000,1661000000,-1971000000
009290,광동제약,459082000000,271353000000,29865000000,27016000000,33945000000
011420,갤럭시아에스엠,14251000000,6670000000,111000000,14110000000,-10338000000
004270,남성,78130000000,103954000000,18362000000,18919000000,977000000
001940,KISCO홀딩스,1117863000000,241944000000,24167000000,21085000000,62376000000
009410,태영건설,2790792000000,1886521000000,1589763000000,515747000000,463520000000
007280,한국특수형강,0,0,0,0,0
009180,한솔로지스틱스,92358000000,58271000000,12224000000,1729000000,3903000000
002170,삼양통상,232926000000,25508000000,9185000000,21941000000,32126000000
017670,SK텔레콤,8348748000000,7921591000000,13305773000000,13793098000000,322572000000
010640,진양폴리우레탄,0,0,0,0,0
003650,미창석유공업,0,0,0,0,0
004380,삼익THK,0,0,0,0,0
002840,미원상사,111709000000,34166000000,13691000000,51260000000,27172000000
007860,서연,1241408000000,1393485000000,352552000000,92585000000,7029000000
013000,세우글로벌,34716000000,10676000000,71000000,2405000000,470000000
012330,현대모비스,19720482000000,8242176000000,4125528000000,14008319000000,2024957000000
015540,메디파트너생명공학,10839000000,15396000000,549000000,183000000,-8275000000
001390,KG케미칼,687485000000,723149000000,181291000000,119001000000,72465000000
009320,대우전자부품,0,0,0,0,0
001450,현대해상화재보험,0,0,0,0,0
005440,현대그린푸드,1170434000000,477906000000,323268000000,906368000000,26913000000
015760,한국전력공사,20627940000000,23094990000000,98199284000000,7529575000000,-629880000000
007690,국도화학,451232000000,269571000000,85202000000,49683000000,68615000000
006280,녹십자,894363000000,341395000000,306156000000,137692000000,1378000000
009160,SIMPAC,310736000000,228519000000,18199000000,8957000000,10191000000
008600,윌비스,200755000000,149896000000,22864000000,1153000000,3414000000
015230,대창단조,167916000000,47313000000,11923000000,6794000000,4437000000
007160,사조산업,384458000000,446183000000,248984000000,260033000000,16514000000
014130,한익스프레스,95593000000,115814000000,53457000000,4667000000,1463000000
008040,사조동아원,181455000000,278789000000,12251000000,6890000000,25802000000
009140,경인전자,44020000000,2124000000,594000000,3757000000,-524000000
009580,무림피앤피,414936000000,462506000000,259090000000,115563000000,102242000000
014990,인디에프,0,0,0,0,0
010420,한솔피엔에스,0,0,0,0,0
013570,디와이,412880000000,215057000000,81634000000,5767000000,46338000000
003610,방림,146076000000,47513000000,6217000000,6023000000,894000000
015590,큐로,0,0,0,0,0
014680,한솔케미칼,156520000000,165043000000,179448000000,51456000000,93586000000
010820,퍼스텍,0,0,0,0,0
006040,동원산업,1076936000000,955817000000,937947000000,413968000000,57597000000
008060,대덕전자,530990000000,140535000000,12460000000,103405000000,34805000000
003680,한성기업,0,0,0,0,0
015020,이스타코,29977000000,33016000000,12921000000,8187000000,-2680000000
011280,태림포장,158855000000,246624000000,40714000000,152000000,6564000000
002310,아세아제지,280262000000,171163000000,107688000000,2675000000,98275000000
010660,화천기계,0,0,0,0,0
011150,CJ씨푸드,0,0,0,0,0
001770,신화실업,0,0,0,0,0
018470,조일알미늄,0,0,0,0,0
005850,에스엘,877234000000,534900000000,152138000000,380068000000,16681000000
009970,영원무역홀딩스,1670411000000,524348000000,557637000000,509342000000,254902000000
012510,더존비즈온,149281000000,89110000000,7431000000,2769000000,54003000000
003850,보령제약,224546000000,129737000000,64178000000,6966000000,24956000000
007630,폴루스바이오팜,6091000000,121076000000,4526000000,121904000000,-9555000000
008250,이건산업,116580000000,166623000000,87063000000,2343000000,23691000000
012690,모나리자,0,0,0,0,0
006370,대구백화점,152130000000,279614000000,97271000000,58346000000,-18417000000
006980,우성사료,139166000000,96579000000,26439000000,44108000000,-4135000000
002920,유성기업,194583000000,39103000000,47726000000,86312000000,1790000000
002220,한일철강,68651000000,97539000000,53302000000,16355000000,-2063000000
002450,삼익악기,184890000000,229509000000,173138000000,7601000000,10090000000
002460,화성산업,0,0,0,0,0
007340,디티알오토모티브,454682000000,284271000000,22960000000,96234000000,71691000000
000890,보해양조,75277000000,74996000000,56073000000,9982000000,-10984000000
001290,골든브릿지투자증권,0,0,0,0,0
003010,혜인,137651000000,133136000000,3605000000,2164000000,6171000000
014280,금강공업,362894000000,422318000000,76295000000,30315000000,25318000000
009810,엔케이물산,23226000000,2290000000,277000000,20733000000,-1179000000
008730,율촌화학,207065000000,195907000000,82091000000,616000000,17775000000
009270,신원,273817000000,203120000000,26187000000,5405000000,1463000000
004140,동방,131848000000,327666000000,96238000000,57227000000,14162000000
002960,한국쉘석유,0,0,0,0,0
003000,부광약품,221638000000,38247000000,41926000000,114331000000,35127000000
005810,풍산홀딩스,179584000000,101578000000,64337000000,510965000000,36543000000
001270,부국증권,0,0,0,0,0
012200,계양전기,135073000000,54445000000,30711000000,18899000000,8725000000
004710,한솔테크닉스,233284000000,262640000000,58740000000,605000000,6886000000
005190,동성화학,110880000000,61270000000,9910000000,119000000,6780000000
016610,DB금융투자,0,0,0,0,0
008930,한미사이언스,238007000000,243651000000,50319000000,632419000000,7957000000
005500,삼진제약,0,0,0,0,0
005490,포스코,34677787000000,18945396000000,13550052000000,5447512000000,1202896000000
002410,범양건영,65024000000,59051000000,9154000000,18426000000,6812000000
005690,파미셀,0,0,0,0,0
001230,동국제강,2173861000000,3229128000000,468852000000,49910000000,144961000000
006340,대원전선,147026000000,98026000000,10674000000,1382000000,557000000
005950,이수화학,465347000000,415030000000,118203000000,63632000000,6451000000
016360,삼성증권,0,0,0,0,0
002810,삼영무역,237453000000,34863000000,17114000000,119022000000,6806000000
001750,한양증권,0,0,0,0,0
011780,금호석유화학,1348711000000,1758919000000,509654000000,849306000000,554633000000
003470,유안타증권,0,0,0,0,0
002620,제일파마홀딩스,337928000000,280977000000,49533000000,60887000000,10949000000
015260,에이엔피,40194000000,39122000000,47190000000,20932000000,-4728000000
009460,한창제지,0,0,0,0,0
005720,넥센,1110544000000,717737000000,1224610000000,160432000000,143585000000
006660,삼성공조,145459000000,41100000000,5186000000,81452000000,-1130000000
004490,세방전지,788612000000,275029000000,10468000000,138696000000,111282000000
011000,진원생명과학,38183000000,18812000000,1073000000,333000000,-11259000000
009310,참엔지니어링,429434000000,633317000000,51938000000,28439000000,13653000000
010100,한국프랜지공업,343267000000,398327000000,21906000000,54757000000,2000000000
005070,코스모신소재,0,0,0,0,0
004830,덕성,58365000000,28010000000,9703000000,6491000000,-2271000000
001720,신영증권,0,0,0,0,0
001200,유진투자증권,0,0,0,0,0
003460,유화증권,0,0,0,0,0
011700,한신기계공업,65219000000,7776000000,3078000000,876000000,4809000000
005420,코스모화학,125413000000,200999000000,129514000000,4508000000,6248000000
000500,가온전선,274978000000,183423000000,79952000000,19117000000,1355000000
010950,S-Oil,5854506000000,5789047000000,3696763000000,79236000000,639460000000
012450,한화에어로스페이스,3876999000000,3144141000000,1616795000000,113087000000,53177000000
011230,삼화전자공업,17904000000,32792000000,12230000000,213000000,-3185000000
004020,현대제철,9503904000000,6691528000000,10163280000000,1415396000000,212431000000
004770,써니전자,23747000000,4544000000,7950000000,22525000000,646000000
004560,현대비앤지스틸,358105000000,143598000000,79995000000,1705000000,35042000000
006090,사조오양,0,0,0,0,0
003530,한화투자증권,0,0,0,0,0
009470,삼화전기,70612000000,54153000000,14998000000,18081000000,7031000000
001510,SK증권,0,0,0,0,0
010770,평화홀딩스,196959000000,287598000000,68627000000,129037000000,-24850000000
007110,일신석재,0,0,0,0,0
016380,동부제철,887514000000,1019110000000,1488933000000,12259000000,-65614000000
010780,아이에스동서,1271153000000,810542000000,264328000000,119349000000,387434000000
002360,SH에너지화학,85759000000,6659000000,10385000000,122000000,2101000000
003830,대한화섬,0,0,0,0,0
007810,코리아써키트,232815000000,87203000000,25509000000,82049000000,-17887000000
004170,신세계,1609800000000,3489514000000,4692887000000,1500459000000,109648000000
010060,OCI,1942079000000,799891000000,1355477000000,131574000000,-40144000000
000520,삼일제약,61786000000,83651000000,7040000000,878000000,2514000000
006490,인스코비,27961000000,14000000000,12551000000,8754000000,5325000000
003120,일성신약,0,0,0,0,0
000720,현대건설,13336768000000,6860875000000,2901878000000,435236000000,839989000000
002710,TCC동양,152166000000,93172000000,99363000000,57209000000,17081000000
003060,에이프로젠제약,71804000000,46734000000,5684000000,102612000000,-1012000000
007700,F&F,291131000000,99760000000,1282000000,25112000000,91518000000
008700,아남전자,83056000000,78506000000,6035000000,966000000,-11967000000
010620,현대미포조선,1801360000000,1076380000000,70180000000,16131000000,70896000000
006360,GS건설,7828165000000,6359727000000,2048862000000,497849000000,1064489000000
006110,삼아알미늄,75127000000,76052000000,15031000000,2569000000,5530000000
006200,한국전자홀딩스,173315000000,85507000000,41216000000,8642000000,3233000000
006400,삼성SDI,5519342000000,4012822000000,3111679000000,7919774000000,714971000000
009150,삼성전기,3687097000000,2626913000000,1316212000000,221759000000,190286000000
004200,고려개발,0,0,0,0,0
005960,동부건설,442114000000,247554000000,104313000000,124894000000,31822000000
009070,케이씨티시,86091000000,102154000000,84244000000,39657000000,14962000000
003070,코오롱글로벌,948460000000,1257862000000,328815000000,102535000000,76764000000
005180,빙그레,385844000000,95726000000,13127000000,20443000000,39330000000
005250,녹십자홀딩스,1144592000000,661789000000,513695000000,221414000000,49332000000
005450,신한,65242000000,114878000000,6001000000,8653000000,22993000000
000480,조선내화,369513000000,286590000000,50333000000,241490000000,39441000000
004310,현대약품,0,0,0,0,0
003920,남양유업,632650000000,158893000000,51754000000,22210000000,1283000000
008350,남선알미늄,128965000000,90895000000,43409000000,93171000000,9426000000
003350,한국화장품제조,0,0,0,0,0
001880,삼호,0,0,0,0,0
011760,현대종합상사,883115000000,729597000000,62648000000,153828000000,50501000000
006260,LS,6148444000000,4370386000000,1995679000000,1370319000000,99483000000
001740,SK네트웍스,3253164000000,3739741000000,1717431000000,92412000000,137866000000
002100,경농,169982000000,128301000000,27505000000,3196000000,14770000000
004870,티웨이홀딩스,341040000000,177030000000,35603000000,17000000,43277000000
007590,동방아그로,126226000000,27622000000,25115000000,122000000,6830000000
004430,송원산업,391646000000,376656000000,84690000000,15612000000,54277000000
002780,진흥기업,0,0,0,0,0
004090,한국석유공업,158503000000,114993000000,51500000000,4022000000,1755000000
000650,천일고속,0,0,0,0,0
000430,대원강업,348026000000,383757000000,134005000000,42522000000,2738000000
001080,만호제강,162562000000,16474000000,3390000000,3917000000,-750000000
004700,조광피혁,0,0,0,0,0
004360,세방,185244000000,110274000000,62864000000,457196000000,11420000000
008970,동양철관,80845000000,79400000000,5174000000,1852000000,-3991000000
002880,대유에이텍,382196000000,551246000000,167998000000,63980000000,6690000000
001260,남광토건,99013000000,93814000000,5980000000,18461000000,11142000000
005680,삼영전자공업,325970000000,25385000000,2165000000,26718000000,13097000000
005800,신영와코루,148019000000,16645000000,10765000000,48431000000,753000000
002630,오리엔트바이오,82568000000,75860000000,11395000000,11154000000,-7198000000
001550,조비,0,0,0,0,0
005430,한국공항,201498000000,47765000000,57532000000,17953000000,24692000000
004910,조광페인트,104482000000,105968000000,29853000000,44124000000,-1095000000
004690,삼천리,1174762000000,758477000000,1572614000000,77957000000,82341000000
003080,성보화학,0,0,0,0,0
002600,조흥,0,0,0,0,0
001570,금양,129421000000,114567000000,10753000000,5326000000,13526000000
003960,사조대림,269242000000,320150000000,84420000000,71684000000,36257000000
002070,남영비비안,85513000000,27372000000,7322000000,1008000000,-3919000000
003570,S&T중공업,405654000000,103153000000,120936000000,6039000000,4206000000
004960,한신공영,1182534000000,935028000000,397361000000,84750000000,214467000000
004370,농심,1108535000000,575334000000,133244000000,60295000000,31609000000
003720,삼영화학공업,44713000000,48186000000,10696000000,122000000,-6275000000
004980,성신양회,282067000000,496989000000,177524000000,21498000000,29790000000
004970,신라교역,285065000000,58746000000,12492000000,13356000000,7432000000
002870,신풍제지,81896000000,107174000000,7236000000,35081000000,566000000
001630,종근당홀딩스,288741000000,143289000000,57368000000,224380000000,53716000000
005740,크라운해태홀딩스,283786000000,458776000000,356423000000,26957000000,9462000000
002390,한독,286932000000,247577000000,115986000000,71773000000,6847000000
001380,SG충방,52514000000,46096000000,26474000000,7222000000,5184000000
006120,에스케이디스커버리,1600477000000,1531491000000,1110280000000,1303325000000,13871000000
007540,샘표,122647000000,55094000000,32789000000,9064000000,19666000000
003280,흥아해운,108355000000,312494000000,418056000000,70210000000,-37596000000
001250,지에스글로벌,824506000000,805931000000,152657000000,36573000000,15259000000
002990,금호산업,618878000000,639736000000,186177000000,451154000000,42256000000
001470,삼부토건,276122000000,146149000000,76655000000,50574000000,-9370000000
001820,삼화콘덴서공업,138974000000,85303000000,7373000000,13740000000,81349000000
001020,페이퍼코리아,337698000000,421816000000,138746000000,794000000,2178000000
001520,동양,412194000000,122945000000,20491000000,162248000000,717000000
000880,한화,13720522000000,14870001000000,10643231000000,2327062000000,1806148000000
001060,JW중외제약,373910000000,228368000000,105312000000,8905000000,21584000000
000670,영풍,1375051000000,709998000000,504184000000,1805627000000,-108919000000
001340,백광산업,0,0,0,0,0
000180,성창기업지주,85695000000,76738000000,82544000000,16784000000,-8588000000
005110,한창,84459000000,66472000000,7142000000,5000000,4626000000
004450,삼화왕관,0,0,0,0,0
000040,KR모터스,86950000000,70634000000,14373000000,29000000,-16257000000
002240,고려제강,984778000000,713858000000,237149000000,270542000000,10726000000
004100,태양금속공업,201938000000,241216000000,60796000000,1854000000,409000000
002820,선창산업,279336000000,271755000000,98480000000,7983000000,-7142000000
004840,DRB동일,307345000000,214421000000,53534000000,7585000000,27047000000
002350,넥센타이어,1020323000000,714603000000,1189490000000,45041000000,48455000000
004060,SG세계물산,199641000000,95706000000,41830000000,4950000000,3938000000
004000,롯데정밀화학,716359000000,228509000000,93623000000,254038000000,210714000000
000020,동화약품,227887000000,60798000000,12400000000,35383000000,11226000000
000210,대림산업,6366649000000,4530043000000,2253430000000,1439543000000,845358000000
001120,LG상사,2558403000000,2167355000000,1321180000000,535272000000,165659000000
002720,국제약품,54559000000,48200000000,9337000000,3717000000,3287000000
003240,태광산업,2072441000000,768529000000,229139000000,798661000000,331509000000
005030,부산주공,0,0,0,0,0
006390,한일현대시멘트,0,0,0,0,0
000590,CS홀딩스,188481000000,20779000000,8887000000,2608000000,13319000000
005390,신성통상,419511000000,368863000000,75683000000,22301000000,21887000000
000990,DB하이텍,391294000000,181003000000,344138000000,28937000000,22372000000
006570,대림통상,117794000000,89108000000,3438000000,1616000000,-1050000000
000220,유유제약,68870000000,27788000000,20566000000,3927000000,5327000000
000860,강남제비스코,187925000000,60379000000,47944000000,185193000000,1697000000
003540,대신증권,0,0,0,0,0
005940,NH투자증권,0,0,0,0,0
006800,미래에셋대우,0,0,0,0,0
002700,신일산업,0,0,0,0,0
001360,삼성제약,79725000000,24693000000,4291000000,955000000,-4784000000
000810,삼성화재해상보험,0,0,0,0,0
003230,삼양식품,129743000000,138738000000,38980000000,12183000000,55177000000
000370,한화손해보험,0,0,0,0,0
008260,NI스틸,0,0,0,0,0
000230,일동홀딩스,54891000000,81671000000,18851000000,118363000000,-675000000
000490,대동공업,447801000000,430777000000,124436000000,24107000000,5220000000
001800,오리온홀딩스,803191000000,543033000000,622513000000,40605000000,230513000000
004540,깨끗한나라,166342000000,328147000000,96595000000,9694000000,-29220000000
001420,태원물산,0,0,0,0,0
002020,코오롱,1255534000000,1931832000000,713153000000,919999000000,111461000000
005930,삼성전자,177388524000000,67354091000000,24498641000000,16791478000000,6233282000000
000300,대유플러스,411863000000,769120000000,94375000000,40505000000,36368000000
001460,BYC,89811000000,82143000000,248885000000,4532000000,21347000000
003620,쌍용자동차,571070000000,995120000000,517234000000,17270000000,-64176000000
003410,쌍용양회공업,780821000000,527369000000,922301000000,4357000000,246949000000
005610,SPC삼립,340162000000,407679000000,30636000000,15160000000,59920000000
000540,흥국화재해상보험,0,0,0,0,0
010050,우리종합금융,0,0,0,0,0
007570,일양약품,169272000000,185122000000,38965000000,4582000000,9707000000
002320,한진,440433000000,783001000000,811296000000,151910000000,42079000000
002200,한국수출포장공업,86074000000,42716000000,24139000000,924000000,23069000000
005380,현대자동차,73008101000000,49438414000000,57321328000000,19442957000000,2422165000000
005360,모나미,77726000000,55081000000,41039000000,1500000000,6922000000
009830,한화케미칼,5012471000000,5132516000000,3871864000000,2715654000000,354346000000
002030,아세아,700894000000,407507000000,1048930000000,58365000000,183652000000
006380,카프로,0,0,0,0,0
004990,롯데지주,15476940000000,16339685000000,2845195000000,7467295000000,98418000000
001070,대한방직,167225000000,68182000000,22477000000,186000000,-13423000000
004410,서울식품공업,0,0,0,0,0
003560,아이에이치큐,78430000000,22403000000,4292000000,27140000000,9928000000
000680,LS네트웍스,259701000000,210475000000,425016000000,475654000000,3843000000
001210,금호전기,61340000000,111189000000,24414000000,2547000000,-47800000000
002250,알보젠코리아,0,0,0,0,0
000140,하이트진로홀딩스,959026000000,1783799000000,1162559000000,26890000000,-1030000000
000320,노루홀딩스,449147000000,272454000000,153193000000,81085000000,10237000000
000270,기아자동차,19711791000000,14834739000000,9708402000000,13697110000000,1157475000000
004800,효성,1517217000000,2604269000000,1417489000000,1235343000000,40916000000
001040,CJ,9897742000000,13414196000000,12635610000000,1946058000000,343270000000
000150,두산,11585894000000,13316919000000,8418316000000,394237000000,1215881000000
005010,휴스틸,299964000000,177837000000,19606000000,45692000000,17946000000
005830,DB손해보험,0,0,0,0,0
003090,대웅,734218000000,382513000000,245345000000,40071000000,85775000000
002900,동양물산기업,361577000000,323539000000,153747000000,11788000000,-5442000000
003780,진양산업,19834000000,12616000000,2663000000,0,3020000000
003520,영진약품,0,0,0,0,0
002380,케이씨씨,2699461000000,1485565000000,1806685000000,2796578000000,22834000000
005300,롯데칠성음료,932664000000,974468000000,1238294000000,85886000000,19253000000
003200,일신방직,358282000000,119158000000,94947000000,142213000000,29918000000
002270,롯데푸드,0,0,0,0,0
002790,아모레퍼시픽그룹,2616281000000,1195467000000,530208000000,55541000000,204843000000
006220,제주은행,0,0,0,0,0
004150,한솔홀딩스,268601000000,572432000000,359790000000,292289000000,10861000000
007210,벽산,227496000000,121767000000,57086000000,4116000000,9883000000
002300,한국제지,385633000000,243944000000,27739000000,32834000000,-14460000000
000400,롯데손해보험,0,0,0,0,0
001130,대한제분,467958000000,154315000000,16370000000,113946000000,32798000000
001680,대상,1079697000000,786119000000,672445000000,82903000000,38108000000
003550,LG,5151260000000,3405693000000,1491823000000,14700308000000,463239000000
000640,동아쏘시오홀딩스,291703000000,319899000000,186271000000,514139000000,50549000000
003690,코리안리재보험,0,0,0,0,0
000970,한국주철관공업,166688000000,64118000000,6709000000,17734000000,8699000000
003300,한일홀딩스,1177727000000,477559000000,1051888000000,113253000000,41120000000
004250,엔피씨,173387000000,122452000000,9379000000,28920000000,14919000000
003030,세아제강지주,1335261000000,862309000000,301807000000,94695000000,12043000000
001440,대한전선,631813000000,366708000000,484318000000,37341000000,49461000000
001790,대한제당,506542000000,389407000000,294070000000,35214000000,30692000000
000070,삼양홀딩스,1057235000000,656498000000,655358000000,522781000000,138458000000
002420,세기상사,0,0,0,0,0
000240,한국타이어월드와이드,590386000000,196883000000,65835000000,2686366000000,211461000000
000950,전방,63996000000,202728000000,36298000000,12336000000,-8715000000
003490,대한항공,3946219000000,7981949000000,16220411000000,209153000000,140583000000
001530,동일방직,318892000000,322057000000,112953000000,30981000000,44454000000
000100,유한양행,1110962000000,349712000000,172365000000,551358000000,50126000000
000120,씨제이대한통운,2206279000000,2451667000000,2902442000000,117567000000,45347000000
000060,메리츠화재해상보험,0,0,0,0,0
000050,경방,120711000000,163152000000,429872000000,19371000000,40980000000
000700,유수홀딩스,239282000000,82182000000,127323000000,8912000000,32610000000
003480,한진중공업홀딩스,357667000000,486807000000,1019750000000,823000000,27659000000
319660,,0,0,0,0,0
319400,,0,0,0,0,0
950180,에스앤케이,0,0,0,0,0
317320,,0,0,0,0,0
317240,하이제4호기업인수목적,0,0,0,0,0
125210,아모그린텍,0,0,0,0,0
228760,지노믹트리,0,0,0,0,0
317030,케이비제17호기업인수목적,0,0,0,0,0
099750,이지케어텍,29049000000,8071000000,2035000000,1196000000,3030000000
313750,유안타제4호기업인수목적,0,0,0,0,0
100790,미래에셋벤처투자,0,0,0,0,0
247540,에코프로비엠,0,0,0,0,0
299660,셀리드,0,0,0,0,0
278280,천보,71926000000,25775000000,1375000000,669000000,27041000000
246960,이노테라피,16169000000,488000000,1418000000,83000000,-1440000000
104620,노랑풍선,50516000000,57963000000,332000000,344000000,3545000000
053580,웹케시,0,0,0,0,0
238200,비피도,0,0,0,0,0
311270,키움제5호기업인수목적,0,0,0,0,0
310840,엔에이치기업인수목적13호,0,0,0,0,0
263050,유틸렉스,0,0,0,0,0
290550,디케이티,0,0,0,0,0
310200,미래에셋대우기업인수목적2호,0,0,0,0,0
307180,신영해피투모로우제4호기업인수목적,0,0,0,0,0
309930,삼성머스트기업인수목적3호,0,0,0,0,0
299900,위지윅스튜디오,0,0,0,0,0
310870,한국제8호기업인수목적,0,0,0,0,0
307750,대신밸런스제6호기업인수목적,0,0,0,0,0
298380,에이비엘바이오,0,0,0,0,0
100590,머큐리,0,0,0,0,0
110020,전진바이오팜,0,0,0,0,0
270870,뉴트리,49648000000,9320000000,643000000,329000000,9893000000
307870,상상인이안제1호기업인수목적,0,0,0,0,0
302430,이노메트리,50673000000,9553000000,43000000,22000000,1434000000
307070,에스케이에이씨피씨제4호기업인수목적,0,0,0,0,0
290120,대유에이피,0,0,0,0,0
307280,교보8호기업인수목적,0,0,0,0,0
128540,에코캡,74586000000,39129000000,7715000000,755000000,1174000000
299910,베스파,104089000000,17923000000,3521000000,1612000000,28225000000
900340,윙입푸드홀딩스,0,0,0,0,0
307160,하나머스트제6호기업인수목적,0,0,0,0,0
111710,남화산업,0,0,0,0,0
179290,엠아이텍,0,0,0,0,0
117730,티로보틱스,43533000000,22879000000,6771000000,621000000,5642000000
290660,네오펙트,0,0,0,0,0
246710,티앤알바이오팹,0,0,0,0,0
263690,디알젬,31812000000,11873000000,5735000000,190000000,4205000000
217330,싸이토젠,0,0,0,0,0
027360,아주아이비투자,0,0,0,0,0
208340,파멥신,0,0,0,0,0
263020,디케이앤디,28377000000,8967000000,1910000000,4270000000,3686000000
227100,디자인,18361000000,4177000000,333000000,129000000,470000000
194700,노바렉스,63975000000,26034000000,1199000000,4061000000,11335000000
268600,셀리버리,0,0,0,0,0
290670,대보마그네틱,0,0,0,0,0
285490,노바텍,27804000000,1310000000,800000000,2212000000,6672000000
290650,엘앤씨바이오,0,0,0,0,0
306620,디비금융제6호기업인수목적,0,0,0,0,0
108490,로보티즈,41364000000,3695000000,3596000000,399000000,1750000000
153710,옵티팜,0,0,0,0,0
288620,에스퓨얼셀,0,0,0,0,0
293580,나우아이비캐피탈,0,0,0,0,0
290720,푸드나무,43963000000,3208000000,557000000,100000000,6542000000
110790,크리스에프앤씨,189787000000,65232000000,1990000000,572000000,43599000000
299170,아이비케이에스제10호기업인수목적,0,0,0,0,0
219750,지티지웰니스,0,0,0,0,0
257370,명성티엔에스,36633000000,15691000000,12193000000,544000000,2489000000
291230,삼성기업인수목적2호,0,0,0,0,0
197140,디지캡,0,0,0,0,0
303030,대신밸런스제5호기업인수목적,0,0,0,0,0
290740,액트로,59431000000,25004000000,1006000000,981000000,16871000000
173130,오파스넷,0,0,0,0,0
089970,에이피티씨,0,0,0,0,0
086820,바이오솔루션,0,0,0,0,0
290380,대유,0,0,0,0,0
110990,디아이티,267662000000,141462000000,755000000,2000000,7381000000
275630,에스에스알,0,0,0,0,0
290270,휴네시온,22783000000,2891000000,0,591000000,528000000
080720,한국유니온제약,61361000000,21532000000,6358000000,2376000000,7768000000
204020,엠코르셋,95927000000,24895000000,6827000000,157000000,1592000000
297570,아이비케이에스제9호기업인수목적,0,0,0,0,0
226950,올릭스,0,0,0,0,0
175250,아이큐어,66360000000,14871000000,21438000000,11886000000,-8769000000
289080,에스브이인베스트먼트,0,0,0,0,0
245620,이원다이애그노믹스,39728000000,23466000000,2245000000,10476000000,-2127000000
284620,하나금융11호기업인수목적,0,0,0,0,0
037030,파워넷,66703000000,22180000000,16416000000,5929000000,1219000000
016790,현대사료,0,0,0,0,0
258830,세종메디칼,23919000000,2775000000,639000000,8134000000,3195000000
122310,제노레이,45446000000,11825000000,1523000000,0,1952000000
291210,한국제7호기업인수목적,0,0,0,0,0
287410,유안타제3호기업인수목적,0,0,0,0,0
950170,제이티씨,210063000000,64930000000,30256000000,3772000000,17466000000
253590,네오셈,30814000000,10512000000,8611000000,13000000,-2567000000
263700,케어랩스,48950000000,14245000000,47077000000,16544000000,884000000
064510,에코마이스터,15701000000,30133000000,34857000000,587000000,-8470000000
277070,린드먼아시아인베스트먼트,0,0,0,0,0
226400,오스테오닉,0,0,0,0,0
183490,엔지켐생명과학,50224000000,6441000000,1788000000,1053000000,-14329000000
006620,동구바이오제약,0,0,0,0,0
